# Input,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DiseaseCategories,OmimIDs,PubMedIDs,DirectEvidence
mesh:d005921,Reserpine,D012110,50-55-5,Glomerulonephritis,MESH:D005921,Urogenital disease (female)|Urogenital disease (male),,11318962,therapeutic
mesh:d005921,Rifampin,D012293,13292-46-1,Glomerulonephritis,MESH:D005921,Urogenital disease (female)|Urogenital disease (male),,11744817|12109797|12324902|1493242|16629229|17879217|3658067|6837655|7834920|9546693,marker/mechanism
mesh:d005921,Thimerosal,D013849,54-64-8,Glomerulonephritis,MESH:D005921,Urogenital disease (female)|Urogenital disease (male),,16443248,marker/mechanism
mesh:d005921,Troglitazone,D000077288,97322-87-7,Glomerulonephritis,MESH:D005921,Urogenital disease (female)|Urogenital disease (male),,11318962,therapeutic
mesh:d005921,Vitamin E,D014810,1406-18-4,Glomerulonephritis,MESH:D005921,Urogenital disease (female)|Urogenital disease (male),,10353404,therapeutic
mesh:d006548,Ascorbic Acid,D001205,50-81-7,"Hernia, Diaphragmatic",MESH:D006548,Pathology (anatomical condition),,16490937|16863852,therapeutic
mesh:d006548,Aspirin,D001241,50-78-2,"Hernia, Diaphragmatic",MESH:D006548,Pathology (anatomical condition),,16298872,marker/mechanism
mesh:d006548,Dexamethasone,D003907,50-02-2,"Hernia, Diaphragmatic",MESH:D006548,Pathology (anatomical condition),,7520565,therapeutic
mesh:d006548,Vitamin A,D014801,11103-57-4,"Hernia, Diaphragmatic",MESH:D006548,Pathology (anatomical condition),,15707848|16292552|16490937|16863852|16877224|17436238,marker/mechanism|therapeutic
mesh:d006548,Vitamin E,D014810,1406-18-4,"Hernia, Diaphragmatic",MESH:D006548,Pathology (anatomical condition),,16490937|16863852,therapeutic
mesh:d065630,Aspirin,D001241,50-78-2,"Hernias, Diaphragmatic, Congenital",MESH:D065630,Congenital abnormality|Pathology (anatomical condition),,12852481,marker/mechanism
mesh:d065630,Imatinib Mesylate,D000068877,,"Hernias, Diaphragmatic, Congenital",MESH:D065630,Congenital abnormality|Pathology (anatomical condition),,22447953,therapeutic
mesh:d065630,Tretinoin,D014212,302-79-4,"Hernias, Diaphragmatic, Congenital",MESH:D065630,Congenital abnormality|Pathology (anatomical condition),,21258935|24352370,therapeutic
mesh:d007938,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,Leukemia,MESH:D007938,Cancer,,12970779,therapeutic
mesh:d007938,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",C049584,105650-23-5,Leukemia,MESH:D007938,Cancer,,10755388,marker/mechanism
mesh:d007938,Amsacrine,D000677,,Leukemia,MESH:D007938,Cancer,,3681383|9295513,therapeutic
mesh:d007938,Arsenic Trioxide,D000077237,1327-53-3,Leukemia,MESH:D007938,Cancer,,15070760|19371599|20148895|24240679,therapeutic
mesh:d007938,Azacitidine,D001374,320-67-2,Leukemia,MESH:D007938,Cancer,,19148494|2408741,marker/mechanism|therapeutic
mesh:d007938,Azathioprine,D001379,446-86-6,Leukemia,MESH:D007938,Cancer,,19229528|23958494,therapeutic
mesh:d007938,Benzene,D001554,71-43-2,Leukemia,MESH:D007938,Cancer,,14694614|15935818|17119257|18335105|1868253|19029204|19162166|20026016|20083130|22411970|2676498|30567741|3311642|33749080|9118896,marker/mechanism
mesh:d007938,Bortezomib,D000069286,,Leukemia,MESH:D007938,Cancer,,15039284|16481037,therapeutic
mesh:d007938,Calcitriol,D002117,32222-06-3,Leukemia,MESH:D007938,Cancer,,10470102|16886663|7837819,therapeutic
mesh:d007938,Carboplatin,D016190,41575-94-4,Leukemia,MESH:D007938,Cancer,,15501959|7630183,therapeutic
mesh:d007938,Carmustine,D002330,154-93-8,Leukemia,MESH:D007938,Cancer,,11960597|6354414,therapeutic
mesh:d007938,Chlorambucil,D002699,305-03-3,Leukemia,MESH:D007938,Cancer,,118440,therapeutic
mesh:d007938,Cisplatin,D002945,15663-27-1,Leukemia,MESH:D007938,Cancer,,24798381,marker/mechanism
mesh:d007938,Curcumin,D003474,458-37-7,Leukemia,MESH:D007938,Cancer,,18462866|20932957,therapeutic
mesh:d007938,Cyclophosphamide,D003520,50-18-0,Leukemia,MESH:D007938,Cancer,,10602166|18034189|572348,marker/mechanism|therapeutic
mesh:d007938,Dasatinib,D000069439,,Leukemia,MESH:D007938,Cancer,,28243904,therapeutic
mesh:d007938,Decitabine,D000077209,2353-33-5,Leukemia,MESH:D007938,Cancer,,18980019|19235587|9180389,therapeutic
mesh:d007938,Doxorubicin,D004317,23214-92-8,Leukemia,MESH:D007938,Cancer,,12969434|1617512|1831987|23220514|26915917|6213212|7287901|9768830,therapeutic
mesh:d007938,Fenretinide,D017313,65646-68-6,Leukemia,MESH:D007938,Cancer,,2523991,marker/mechanism
mesh:d007938,fludarabine,C024352,21679-14-1,Leukemia,MESH:D007938,Cancer,,15501959|18852132,therapeutic
mesh:d007938,Genistein,D019833,446-72-0,Leukemia,MESH:D007938,Cancer,,17468513|18980019,marker/mechanism|therapeutic
mesh:d007938,geraniol,C007836,624-15-7,Leukemia,MESH:D007938,Cancer,,10082788,therapeutic
mesh:d007938,Heptachlor,D006533,76-44-8,Leukemia,MESH:D007938,Cancer,,17096337,marker/mechanism
mesh:d007938,Hydrocortisone,D006854,50-23-7,Leukemia,MESH:D007938,Cancer,,11902300,therapeutic
mesh:d007938,Imatinib Mesylate,D000068877,,Leukemia,MESH:D007938,Cancer,,24240679,therapeutic
mesh:d007938,kaempferol,C006552,520-18-3,Leukemia,MESH:D007938,Cancer,,17468513,marker/mechanism
mesh:d007938,linalool,C018584,78-70-6,Leukemia,MESH:D007938,Cancer,,23220514,therapeutic
mesh:d007938,Methotrexate,D008727,59-05-2,Leukemia,MESH:D007938,Cancer,,10458822|1058923|1062350|11800653|11902300|11992760|1313737|16166815|1758061|1838364|2854471|4125793|4504035|5171437|581272|766954|7797145,therapeutic
mesh:d007938,Mitoxantrone,D008942,65271-80-9,Leukemia,MESH:D007938,Cancer,,15623667|16503747|3481363|8262731,marker/mechanism|therapeutic
mesh:d007938,Paclitaxel,D017239,,Leukemia,MESH:D007938,Cancer,,7904060,therapeutic
mesh:d007938,Pesticides,D010575,,Leukemia,MESH:D007938,Cancer,,16421392|20056585|21205298,marker/mechanism
mesh:d007938,Plant Extracts,D010936,,Leukemia,MESH:D007938,Cancer,,22143989|24021570,marker/mechanism|therapeutic
mesh:d007938,Polyphenols,D059808,,Leukemia,MESH:D007938,Cancer,,24021570,therapeutic
mesh:d007938,"pregna-4,17-diene-3,16-dione",C023617,95975-55-6,Leukemia,MESH:D007938,Cancer,,17475222,therapeutic
mesh:d007938,pterostilbene,C107773,,Leukemia,MESH:D007938,Cancer,,23921149,therapeutic
mesh:d007938,Quercetin,D011794,117-39-5,Leukemia,MESH:D007938,Cancer,,17468513,marker/mechanism
mesh:d007938,salinomycin,C010327,53003-10-4,Leukemia,MESH:D007938,Cancer,,22215106,therapeutic
mesh:d007938,Sorafenib,D000077157,,Leukemia,MESH:D007938,Cancer,,17205056|20105315,therapeutic
mesh:d007938,Temozolomide,D000077204,85622-93-1,Leukemia,MESH:D007938,Cancer,,15360003|17500047,therapeutic
mesh:d007938,Tetrachlorodibenzodioxin,D013749,1746-01-6,Leukemia,MESH:D007938,Cancer,,18192277,marker/mechanism
mesh:d007938,tiazofurin,C033706,60084-10-8,Leukemia,MESH:D007938,Cancer,,2200759|9042306,therapeutic
mesh:d007938,Tretinoin,D014212,302-79-4,Leukemia,MESH:D007938,Cancer,,17143497|17290005,therapeutic
mesh:d007938,Vincristine,D014750,,Leukemia,MESH:D007938,Cancer,,3875694|4163141|5286047|5660206|581272|6149015|630255,therapeutic
mesh:d007938,Zinc,D015032,7440-66-6,Leukemia,MESH:D007938,Cancer,,26091902,therapeutic
mesh:d015464,Arsenicals,D001152,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,15748426,therapeutic
mesh:d015464,arsenic disulfide,C058317,56320-22-0,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,12421474,therapeutic
mesh:d015464,Arsenic Trioxide,D000077237,1327-53-3,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,12239215|14633726|16818652|21570118|22898604|24129092,therapeutic
mesh:d015464,Benzene,D001554,71-43-2,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,15781211,marker/mechanism
mesh:d015464,Bortezomib,D000069286,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,20068223,therapeutic
mesh:d015464,Busulfan,D002066,55-98-1,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,10373061|11069031|11917947|2012399|2635285|267281|272822|3165601|5278972|5280623|6846998,therapeutic
mesh:d015464,Cyclophosphamide,D003520,50-18-0,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,10373061,therapeutic
mesh:d015464,Dasatinib,D000069439,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,18673174|20222756,therapeutic
mesh:d015464,Decitabine,D000077209,2353-33-5,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,14604977,therapeutic
mesh:d015464,Dexamethasone,D003907,50-02-2,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,16437142,therapeutic
mesh:d015464,Imatinib Mesylate,D000068877,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,12750713|12924084|14576606|15107311|15160343|15604220|15748426|15815728|16437142|17301526|17364993|17405756|18161937|18215707|18362995|18673174|18726593|19208803|20206141|21908430|22245431|23883479|29890129,therapeutic
mesh:d015464,Indomethacin,D007213,53-86-1,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,10785260|15631656|16572323,therapeutic
mesh:d015464,N-methylisoindigotin,C047330,97207-47-1,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,26887594,therapeutic
mesh:d015464,ponatinib,C545373,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,18673174|22238366|25304212,therapeutic
mesh:d015464,Prednisolone,D011239,50-24-8,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,2020116,therapeutic
mesh:d015464,Protein Kinase Inhibitors,D047428,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,24491668,therapeutic
mesh:d015464,pterostilbene,C107773,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,22293408,therapeutic
mesh:d015464,Resveratrol,D000077185,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,19066340|22397755,therapeutic
mesh:d015464,SB 203580,C093642,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,12239215|16818652,therapeutic
mesh:d015464,Sorafenib,D000077157,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,17595328,therapeutic
mesh:d015464,tetraarsenic tetrasulfide,C534735,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,19208803,therapeutic
mesh:d015464,Tretinoin,D014212,302-79-4,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,10609785,therapeutic
mesh:d015464,Vincristine,D014750,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,16437142,therapeutic
mesh:d015464,Vorinostat,D000077337,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,Blood disease|Cancer|Pathology (process),,12446442,therapeutic
mesh:d015473,Arsenic,D001151,7440-38-2,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,16494910|17339181|20943951|22617429|25583766,therapeutic
mesh:d015473,arsenic disulfide,C058317,56320-22-0,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,18778786,therapeutic
mesh:d015473,Arsenic Trioxide,D000077237,1327-53-3,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,10070961|10328107|10340400|10373566|10373634|10385689|10389765|10392399|10428472|10477740|10552940|10555748|10643151|10954752|11007035|11027660|11133770|11146441|11161223|11279639|11299786|11468182|11480559|11559723|11798639|11960341|12018890|12063550|12181429|12296996|12669407|12679006|12684647|12702573|12712474|12750708|12754411|14691044|15044693|15087033|15093545|15131059|15213294|15336539|15477216|15622746|15748426|15761769|15844663|16007134|16107885|16112521|16207595|16227315|16330433|16331271|16373661|16823087|16831853|16891316|16966277|17107899|17202112|17203211|17217047|17495969|17640917|17649720|17712046|17869043|18297255|18463343|18587442|18630931|18726487|19035177|19075265|19225113|19506161|19567824|19642359|19781537|19888912|20129490|20143188|20164150|20378816|20403207|20574048|20605542|20609355|20632473|20950636|21056550|21146216|21345080|21454520|21465251|21565247|22374701|22406621|22407853|22555517|22719067|22753750|22853924|22889704|23023136|23052202|23106696|23168069|23208507|23293885|23363563|23382965|23412094|23474023|23611222|23770046|24009642|24053202|24160850|24262935|24327821|24392034|24466103|24791595|25003661|25107562|25144547|25791921|27561292|27770503|28125064|28458011|28494415|30091188|30294391|30376134|32336675|32882258|32929351|33549147|34042274|8986606|9108090|9129041|9129042|9450572|9801394|9834237|9856675,therapeutic
mesh:d015473,arsenite,C015001,15502-74-6,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,14727923|24135626,therapeutic
mesh:d015473,Buthionine Sulfoximine,D019328,5072-26-4,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,10555748,therapeutic
mesh:d015473,Calcitriol,D002117,32222-06-3,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,2416438,therapeutic
mesh:d015473,Dasatinib,D000069439,,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,32929351,therapeutic
mesh:d015473,Dexamethasone,D003907,50-02-2,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,11559723,therapeutic
mesh:d015473,Etoposide,D005047,33419-42-0,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,10742073|19887701,therapeutic
mesh:d015473,Genistein,D019833,446-72-0,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,25144547,therapeutic
mesh:d015473,Methotrexate,D008727,59-05-2,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,9001434,therapeutic
mesh:d015473,Mitoxantrone,D008942,65271-80-9,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,1602607|16447716|19884644|23295767,marker/mechanism|therapeutic
mesh:d015473,Prednisolone,D011239,50-24-8,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,19887701,therapeutic
mesh:d015473,Resveratrol,D000077185,,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,16087638|24327821|25144547,therapeutic
mesh:d015473,sodium arsenite,C017947,13768-07-5,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,15028728|22627131,therapeutic
mesh:d015473,Sorafenib,D000077157,,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,32929351,therapeutic
mesh:d015473,tamibarotene,C061133,94497-51-5,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,11197214|16531727|16819260|9136955,therapeutic
mesh:d015473,Thiophenes,D013876,,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,16140954|16140955,therapeutic
mesh:d015473,Tretinoin,D014212,302-79-4,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,10025910|10203107|10214877|10373566|10466446|10607690|10629576|10643151|10734661|10742073|10800178|10954752|11133770|11215876|11604554|11737750|11798639|11804921|11860447|12016812|12212169|12652617|12679006|12688331|12801854|12860824|12952241|1403049|14565670|14648024|14730300|15044693|15045822|15087033|15559237|15748426|15842672|15863216|16107885|16140955|16263588|16307543|16331271|16351631|1637024|16373661|1637880|16447715|16447716|16766008|16767393|16788101|16823087|16858973|16891316|16923519|16930140|16932337|16935935|17107899|17136541|17202112|17217047|17288291|17294898|1730098|17301526|17339181|17361223|17368321|17506722|17564563|17619879|17649720|17712046|17852441|18205843|18275266|18363177|18452541|18463343|18584165|18646608|18832917|19018859|19029980|19035177|19075265|19225113|19642359|19887701|20009973|20060166|20098333|20378816|20491286|20574048|21146216|21274875|22407853|23168069|23208507|23295767|23611222|24009642|24053202|24658375|24791595|25003661|25583766|26892147|2696695|28053092|30294391|32336675|32882258|32929351|33120864|7589349|7901684|7905174|7905175|7934481|7955929|8018908|8035603|8088385|8100880|8156857|8230749|8400267|8483331|8501972|8546128|8616088|8641645|8652924|8691592|8986606|9001434|9108090|9118606|9158667|9369438|9519692|9680118|9763554|9769296|9834237,marker/mechanism|therapeutic
mesh:d015473,Vincristine,D014750,,"Leukemia, Promyelocytic, Acute",MESH:D015473,Cancer,,18766974|9001434,therapeutic
mesh:d000086002,Arsenic Trioxide,D000077237,1327-53-3,"Mesothelioma, Malignant",MESH:D000086002,Cancer|Respiratory tract disease,,24094913,therapeutic
mesh:d000086002,Asbestos,D001194,1332-21-4,"Mesothelioma, Malignant",MESH:D000086002,Cancer|Respiratory tract disease,,11453316|16697254|17938727|19190155|24928783|25162674|25231345|26139392|26463840|26505785|26807072|26818092|26935421|27705546|29112861,marker/mechanism
mesh:d000086002,"Asbestos, Crocidolite",D017638,12001-28-4,"Mesothelioma, Malignant",MESH:D000086002,Cancer|Respiratory tract disease,,21526190|23621518|26715106,marker/mechanism
mesh:d000086002,"Asbestos, Serpentine",D017632,,"Mesothelioma, Malignant",MESH:D000086002,Cancer|Respiratory tract disease,,23621518|26715106,marker/mechanism
mesh:d000086002,Clofarabine,D000077866,123318-82-1,"Mesothelioma, Malignant",MESH:D000086002,Cancer|Respiratory tract disease,,23146690|24239893,therapeutic
mesh:d000086002,Resveratrol,D000077185,,"Mesothelioma, Malignant",MESH:D000086002,Cancer|Respiratory tract disease,,23146690|24239893,therapeutic
mesh:d009442,Carmustine,D002330,154-93-8,Neurilemmoma,MESH:D009442,Cancer,,175631,therapeutic
mesh:d010534,"Asbestos, Crocidolite",D017638,12001-28-4,Peritoneal Neoplasms,MESH:D010534,Cancer|Digestive system disease,,23621518,marker/mechanism
mesh:d010534,"Asbestos, Serpentine",D017632,,Peritoneal Neoplasms,MESH:D010534,Cancer|Digestive system disease,,23621518,marker/mechanism
mesh:d016649,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,Primary Ovarian Insufficiency,MESH:D016649,Endocrine system disease|Urogenital disease (female),,21785161,marker/mechanism
mesh:d016649,Benzo(a)pyrene,D001564,50-32-8,Primary Ovarian Insufficiency,MESH:D016649,Endocrine system disease|Urogenital disease (female),,23135907|26247513,marker/mechanism
mesh:d016649,chromium hexavalent ion,C074702,18540-29-9,Primary Ovarian Insufficiency,MESH:D016649,Endocrine system disease|Urogenital disease (female),,25568306,marker/mechanism
mesh:d016649,Cyclophosphamide,D003520,50-18-0,Primary Ovarian Insufficiency,MESH:D016649,Endocrine system disease|Urogenital disease (female),,15248218,marker/mechanism
mesh:d016649,Potassium Dichromate,D011192,7778-50-9,Primary Ovarian Insufficiency,MESH:D016649,Endocrine system disease|Urogenital disease (female),,25568306|26348139,marker/mechanism
mesh:d009396,Carbamazepine,D002220,298-46-4,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,6106127,marker/mechanism
mesh:d009396,Carboplatin,D016190,41575-94-4,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,15591903,therapeutic
mesh:d009396,Cisplatin,D002945,15663-27-1,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,2206854|3152939,therapeutic
mesh:d009396,Dactinomycin,D003609,50-76-0,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,1318536|15838404|169340|184343|19672975|2561915|5501370|6287875|7991279|9007466|9251728|9722902|9849483,therapeutic
mesh:d009396,Doxorubicin,D004317,23214-92-8,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,11283124|1323330|169341|1845940|188540|189279|6287875|6292680,marker/mechanism|therapeutic
mesh:d009396,Etoposide,D005047,33419-42-0,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,15591903|3152939,therapeutic
mesh:d009396,Phenytoin,D010672,57-41-0,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,6106127,marker/mechanism
mesh:d009396,Polychlorinated Biphenyls,D011078,,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,6428851,marker/mechanism
mesh:d009396,Tretinoin,D014212,302-79-4,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,16287080,therapeutic
mesh:d009396,Vincristine,D014750,,Wilms Tumor,MESH:D009396,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),,15838404|169340|184343|19672975|2561915|6287875|7991279|9251728|9722902,therapeutic
mesh:d013736,Aspirin,D001241,50-78-2,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,3731063,therapeutic
mesh:d013736,Azacitidine,D001374,320-67-2,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,6209028,marker/mechanism
mesh:d013736,Cisplatin,D002945,15663-27-1,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,12373036|15464296|15842559|17225452|17565539|19428939|20603111|21633170|21745194|2424627|2447295|24478030|2456930|7105387|8652248|9395118|985619,therapeutic
mesh:d013736,Cyclophosphamide,D003520,50-18-0,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,5027400,therapeutic
mesh:d013736,Dexamethasone,D003907,50-02-2,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,2688329,therapeutic
mesh:d013736,Diethylstilbestrol,D004054,56-53-1,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,1627392|398263|4027990|6357269,marker/mechanism
mesh:d013736,Doxorubicin,D004317,23214-92-8,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,985619,therapeutic
mesh:d013736,Etoposide,D005047,33419-42-0,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,12373036|17565539|24478030|2688329,therapeutic
mesh:d013736,Formaldehyde,D005557,50-00-0,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,12562630,marker/mechanism
mesh:d013736,Nifedipine,D009543,21829-25-4,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,7538830,therapeutic
mesh:d013736,ochratoxin A,C025589,303-47-9,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,22069556,marker/mechanism
mesh:d013736,Paclitaxel,D017239,,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,17593098,therapeutic
mesh:d013736,palbociclib,C500026,,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,21610706,therapeutic
mesh:d013736,Polychlorinated Biphenyls,D011078,,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,12782494|15379968|16371110,marker/mechanism
mesh:d013736,Vinblastine,D014747,865-21-4,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,2447295|2456930|54212|6174061|70274|7105387|7420580,marker/mechanism|therapeutic
mesh:d013736,Vincristine,D014750,,Testicular Neoplasms,MESH:D013736,Cancer|Endocrine system disease|Urogenital disease (male),,5027400,therapeutic
mesh:d000437,Cannabidiol,D002185,13956-29-1,Alcoholism,MESH:D000437,Mental disorder|Substance-related disorder,,28194850|29859012,therapeutic
mesh:d000437,Deferoxamine,D003676,70-51-9,Alcoholism,MESH:D000437,Mental disorder|Substance-related disorder,,6685307,therapeutic
mesh:d000437,Estradiol,D004958,50-28-2,Alcoholism,MESH:D000437,Mental disorder|Substance-related disorder,,8590623,marker/mechanism
mesh:d000437,Ethanol,D000431,64-17-5,Alcoholism,MESH:D000437,Mental disorder|Substance-related disorder,,10708326|12237745|15542752|16923153|19968830|28194850|2866286|6142366|6542488|6685307|7885422,marker/mechanism
mesh:d000437,Ivermectin,D007559,70288-86-7,Alcoholism,MESH:D000437,Mental disorder|Substance-related disorder,,21402096,therapeutic
mesh:d000437,Methamphetamine,D008694,537-46-2,Alcoholism,MESH:D000437,Mental disorder|Substance-related disorder,,20636664,marker/mechanism
mesh:d000437,Nicotine,D009538,,Alcoholism,MESH:D000437,Mental disorder|Substance-related disorder,,17067804,marker/mechanism
mesh:d000437,Valproic Acid,D014635,99-66-1,Alcoholism,MESH:D000437,Mental disorder|Substance-related disorder,,15643110,therapeutic
mesh:d001281,Acetaminophen,D000082,103-90-2,Atrial Fibrillation,MESH:D001281,Cardiovascular disease|Pathology (process),,11599527,marker/mechanism
mesh:d001281,Aconitine,D000157,302-27-2,Atrial Fibrillation,MESH:D001281,Cardiovascular disease|Pathology (process),,1027568|3404766|3841597|9772688,marker/mechanism
mesh:d001281,Air Pollutants,D000393,,Atrial Fibrillation,MESH:D001281,Cardiovascular disease|Pathology (process),,27472911,marker/mechanism
mesh:d001281,Amiodarone,D000638,1951-25-3,Atrial Fibrillation,MESH:D001281,Cardiovascular disease|Pathology (process),,10517649|10524732|10533631|10610746|10668291|10775011|11794432|11926860|12647553|12698686|1409197|14675007|1507842|15138971|15206999|15546305|15686794|15792261|15807838|15851230|15869686|15899738|16180181|16323735|16615278|16650263|16687421|16798157|17383295|17434635|17523411|1782940|17939344|18274029|18294935|18329740|18334037|18385185|18598099|18651412|19282313|19698954|20384650|2371197|24729111|2633456|4067122|4085515|6812745|7797846|8187370|8311367|8330477|8465724|8555895|8644602|9098591|9149614|9515876|9772688|9915382,marker/mechanism|therapeutic
mesh:d001281,Arsenic Trioxide,D000077237,1327-53-3,Atrial Fibrillation,MESH:D001281,Cardiovascular disease|Pathology (process),,18463343,marker/mechanism
mesh:d001281,Aspirin,D001241,50-78-2,Atrial Fibrillation,MESH:D001281,Cardiovascular disease|Pathology (process),,11352885|11514479|15464686|16781218|17020434|18036454|19575095|8378946|8999349,therapeutic
mesh:d001281,Azathioprine,D001379,446-86-6,Atrial Fibrillation,MESH:D001281,Cardiovascular disease|Pathology (process),,17598094|3929907,marker/mechanism
